orbit_class_type,is_potentially_hazardous_asteroid,Minimo,Maximo,Media,Mediana,Moda,Desviacion estandar,Varianza,Asimetria,kurtosis
AMO,False,0.004411182,8.1013048824,0.20020386201796272,0.0921626549,0.0384197891,0.316694095948087,0.10029515040837612,6.385616247194379,87.01326228810723
AMO,True,0.100590039,4.1357566488,0.38950272117711865,0.2402002179,[0.11602591 0.15295194],0.5022019999880923,0.2522068487920399,4.832869257389248,29.838063604385436
APO,False,0.0006089126,5.230641758,0.12343128521022281,0.0356906927,0.022108281,0.2571056662600674,0.06610332362303317,6.1614864830793,62.12011758461492
APO,True,0.0880146521,3.9678475407,0.33556622417263104,0.2299090823,[0.12149404 0.12721988],0.3393636668050626,0.11516769834737753,4.142527223414747,25.613200139762554
ATE,False,0.0010105434,3.4084346887,0.08628356028703364,0.0319561887,0.0350392641,0.20170888803863882,0.040686475513784126,8.296042375221917,100.18515423440341
ATE,True,0.096506147,1.6089960451,0.27736857185542857,0.2016299194,0.1529519353,0.2390570589721382,0.057148277444408355,3.107082516853621,11.25423273654873
IEO,False,0.02658,1.5507970872,0.66650839506875,0.5303745775500001,"[0.02658    0.22108281 0.25383703 0.28219868 0.2914439  0.42320908
 0.4411182  0.47924212 0.58150704 0.7772397  0.80640828 0.84441313
 0.92588058 1.33830462 1.42087207 1.55079709]",0.45840048769210223,0.21013100711635718,0.7022853381087885,-0.48188623611491366
IEO,True,0.1460679643,0.5254785303,0.31013941273333334,0.2374915843,[0.14606796 0.21016238 0.23257069 0.24241248 0.50414443 0.52547853],0.16218975035445482,0.026305515120040375,0.7800816195173506,-1.749754449864211
